Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
GLRA1	3	3.43	0.22059	0.53763	0.96267	0.82541	0.99608	1.9162	0.12348	0.5103	0.9943	0.90173	1
GLRA2	5	0.18143	1.4342	0.44041	0.96267	0.15152	0.52303	0.021155	0.16496	0.40233	0.98251	0.86898	1
GLRA3	4	-3.0079	-2.2888	0.030018	0.94231	0.022092	0.41293	0.58904	0.55628	0.94265	0.9948	0.57802	1
GLRB	3	0.48324	1.1784	0.99731	0.99866	0.23862	0.60412	0.083408	0.1984	0.72088	0.9943	0.84274	1
GLRX2	3	0.50073	1.1706	0.97715	0.99866	0.24175	0.60412	0.025205	0.057505	0.58647	0.9943	0.95414	1
GLRX	2	0.48062	1.1564	0.9095	0.99764	0.2475	0.60573	0.13099	0.30821	0.694	0.9943	0.75792	1
GLS2	3	2.9325	0.32434	0.65323	0.99511	0.74568	0.99608	1.2852	0.14278	0.80959	0.9943	0.88646	1
GLS	3	3.9608	0.1551	0.41039	0.96267	0.87674	0.99608	-0.39491	-0.015381	0.19534	0.93333	0.98773	1
GLT6D1	2	-2.2066	-1.4458	0.40726	0.96267	0.14824	0.52303	0.84886	0.59242	0.99149	0.9991	0.55357	1
GLTP	4	0.41798	1.2363	0.96953	0.99866	0.21634	0.59705	0.058056	0.16689	0.75582	0.9943	0.86746	1
GLUD1	3	-1.2057	-0.095106	0.46685	0.96267	0.92423	0.99608	3.3485	0.26487	0.022401	0.92557	0.79111	1
GLUD2	3	0.19039	1.4245	0.77688	0.99511	0.15429	0.52303	0.01532	0.11313	0.50269	0.9943	0.90993	1
GLUL	4	1.9627	0.34158	0.74955	0.99511	0.73267	0.99608	2.3005	0.4165	0.24731	0.96503	0.67704	1
GLYATL1	7	2.5511	0.46853	0.53405	0.96267	0.63941	0.99608	1.8015	0.33674	0.36246	0.97823	0.73631	1
GLYATL2	4	0.14045	1.4697	0.45341	0.96267	0.14165	0.52303	0.0061832	0.063782	0.25582	0.97109	0.94914	1
GLYAT	3	0.13213	1.476	0.60349	0.98826	0.13994	0.52303	0.0041563	0.04577	0.35349	0.97823	0.96349	1
GM2A	2	-2.5118	-0.92273	0.23163	0.96267	0.35615	0.82376	1.3541	0.5321	0.81496	0.9943	0.59466	1
GMDS	3	-2.1324	-1.1815	0.29256	0.96267	0.23739	0.60412	1.3153	0.81051	0.79749	0.9943	0.41765	1
GMPR	3	-1.6483	-2.1208	0.42608	0.96267	0.033941	0.46048	-4.0154	-5.1586	0.087814	0.92557	2.4882e-07	1.2073e-05
GNAT1	6	0.30139	2.1591	0.77688	0.99511	0.030844	0.46048	0.041163	0.29145	0.71595	0.9943	0.77071	1
GNB1	5	0.13963	1.4661	0.3069	0.96267	0.14263	0.52303	0.027832	0.28805	0.52823	0.9943	0.77331	1
GNE	4	1.0306	0.43807	0.90815	0.99764	0.66134	0.99608	1.4388	0.62103	0.6698	0.9943	0.53458	1
GNG2	3	3.6419	0.12821	0.48253	0.96267	0.89799	0.99608	2.796	0.098487	0.13351	0.93333	0.92155	1
GNGT1	1	4.7714	0.041047	0.50403	0.96267	0.96726	0.99608	2.2277	0.019165	0.72357	0.9943	0.98471	1
GNLY	3	0.50455	1.1677	0.97401	0.99866	0.24294	0.60412	0.00020027	0.00045235	0.33333	0.97823	0.99964	1
GNMT	3	0.13568	1.4716	0.63038	0.99511	0.14112	0.52303	0.0082561	0.088281	0.41801	0.98521	0.92965	1
GNPDA1	2	3.5653	0.11376	0.56228	0.96925	0.90943	0.99608	2.8487	0.090895	0.19624	0.93333	0.92758	1
GNRHR	2	-1.8106	-1.2494	0.60036	0.98821	0.21154	0.59705	0.63786	0.44541	0.90681	0.9943	0.65602	1
GOT1	3	0.31904	1.2442	0.87993	0.99764	0.21344	0.59705	0.18534	0.70053	0.83468	0.9943	0.4836	1
GOT2	4	3.6471	0.17476	0.41353	0.96267	0.86127	0.99608	2.4393	0.11692	0.19265	0.93333	0.90693	1
GP1BA	1	6.7731	0.0078405	0.026434	0.90769	0.99374	0.99735	-3.4065	-0.0039627	0.74597	0.9943	0.99684	1
GP9	2	0.0012396	0.012187	0.75403	0.99511	0.99028	0.99608	0.15531	1.4549	0.71819	0.9943	0.1457	1
GPD1	3	4.6628	0.082911	0.21326	0.96267	0.93392	0.99608	2.3764	0.04225	0.29256	0.97823	0.9663	1
GPR18	3	0.21506	1.4073	0.81586	0.99511	0.15933	0.52303	4.3807e-05	0.00028305	0.31541	0.97823	0.99977	1
GPRC5A	6	4.6406	0.12707	0.084677	0.96267	0.89889	0.99608	0.82373	0.022512	0.80735	0.9943	0.98204	1
GPT2	3	0.13447	1.4687	0.62097	0.99511	0.14192	0.52303	0.020667	0.22253	0.55018	0.9943	0.8239	1
GPX1	4	-2.2682	-1.6288	0.17652	0.96267	0.10335	0.52303	0.89821	0.82611	0.85887	0.9943	0.40874	1
GPX2	1	5.3918	0.024899	0.3069	0.96267	0.98014	0.99608	1.7085	0.0078894	0.94803	0.9967	0.99371	1
GPX3	4	0.30539	1.7936	0.85618	0.99764	0.072873	0.49146	0.022203	0.12894	0.52599	0.9943	0.89741	1
GPX6	3	0.50423	1.168	0.97401	0.99866	0.24282	0.60412	7.3842e-05	0.00016693	0.31989	0.97823	0.99987	1
GPX7	4	1.3017	0.48044	0.88844	0.99764	0.63092	0.99608	1.5527	0.58744	0.62052	0.9943	0.55691	1
GPX8	2	-3.3525	-3.3268	0.0080645	0.68889	0.00087846	0.085249	-4.8501	-4.4682	0.046595	0.92557	7.8864e-06	0.00025886
GRIA1	3	0.41606	1.2338	0.94131	0.99764	0.21727	0.59765	0.068237	0.19685	0.70385	0.9943	0.84394	1
GRIA2	2	-2.5028	-3.0304	0.23566	0.96267	0.0024419	0.13293	-3.4763	-4.1452	0.27957	0.97823	3.3948e-05	0.00097142
GRIA3	1	4.8388	0.038983	0.48387	0.96267	0.9689	0.99608	-3.6964	-0.029816	0.66129	0.9943	0.97621	1
GRID1	4	2.8617	0.27718	0.57034	0.97324	0.78164	0.99608	2.4753	0.24028	0.17697	0.93333	0.81011	1
GRID2	2	3.609	0.10396	0.55152	0.96732	0.9172	0.99608	3.4686	0.10001	0.047491	0.92557	0.92034	1
GRIK2	2	5.7129	0.027051	0.066308	0.96267	0.97842	0.99608	1.9515	0.0092273	0.60215	0.9943	0.99264	1
GRIK3	5	0.1438	1.457	0.32213	0.96267	0.14512	0.52303	0.032753	0.32712	0.61066	0.9943	0.74358	1
GRIK4	2	4.3862	0.085777	0.36156	0.96267	0.93164	0.99608	1.0832	0.021173	0.9207	0.9943	0.98311	1
GRIK5	2	4.1048	0.082717	0.43056	0.96267	0.93408	0.99608	3.2943	0.066402	0.071237	0.92557	0.94706	1
GRIN1	3	0.37594	1.2488	0.91443	0.99764	0.21175	0.59705	0.10198	0.32895	0.74014	0.9943	0.74219	1
GRIN2C	3	4.2511	0.10427	0.32751	0.96267	0.91696	0.99608	-0.022422	-0.00053078	0.28315	0.97823	0.99958	1
GRIN2D	2	-2.4328	-3.1042	0.27688	0.96267	0.0019076	0.12259	-4.1865	-5.3377	0.18235	0.93333	9.4135e-08	5.6786e-06
GRIN3A	3	2.7006	0.19626	0.72177	0.99511	0.84441	0.99608	3.0554	0.22338	0.064068	0.92557	0.82324	1
GRIN3B	4	1.5169	0.45295	0.85842	0.99764	0.65058	0.99608	1.7279	0.52824	0.53495	0.9943	0.59733	1
GRK1	4	4.1159	0.12953	0.28943	0.96267	0.89694	0.99608	-0.83566	-0.025625	0.098566	0.92557	0.97956	1
GRK4	5	3.6279	0.18858	0.37724	0.96267	0.85042	0.99608	1.8269	0.094973	0.42025	0.98521	0.92434	1
GRK5	5	0.38049	1.9353	0.92697	0.99764	0.05295	0.47176	0.031354	0.15784	0.58781	0.9943	0.87458	1
GRK6	5	0.49559	1.1764	0.95744	0.99866	0.23945	0.60412	0.082959	0.19182	0.82437	0.9943	0.84788	1
GRK7	3	1.8447	0.22277	0.89875	0.99764	0.82371	0.99608	2.7815	0.34834	0.13665	0.93333	0.72758	1
GRM2	4	2.3756	0.33945	0.64516	0.99511	0.73427	0.99608	2.1518	0.31342	0.31272	0.97823	0.75396	1
GRM4	6	0.23442	1.2528	0.54973	0.96732	0.21028	0.59705	0.16122	0.82982	0.97849	0.99909	0.40664	1
GRM7	10	0.28267	1.8607	0.47222	0.96267	0.062785	0.47481	0.056861	0.36974	0.79346	0.9943	0.71158	1
GRM8	3	0.4944	1.1646	0.98477	0.99866	0.24419	0.60412	0.12002	0.2759	0.76434	0.9943	0.78263	1
GSG2	5	0.13151	1.477	0.27554	0.96267	0.13968	0.52303	0.017118	0.18946	0.31631	0.97823	0.84973	1
GSK3A	3	4.1426	0.13768	0.35618	0.96267	0.89049	0.99608	2.1908	0.07291	0.37769	0.98251	0.94188	1
GSK3B	5	0.029725	0.12524	0.23925	0.96267	0.90034	0.99608	0.33933	1.256	0.9543	0.99766	0.20912	1
GSR	3	4.7302	0.07976	0.19758	0.96267	0.93643	0.99608	-3.8982	-0.058512	0.094086	0.92557	0.95334	1
GSS	4	3.5168	0.26686	0.44803	0.96267	0.78958	0.99608	1.2897	0.097656	0.72625	0.9943	0.92221	1
GSTA2	4	1.4046	0.75176	0.87634	0.99764	0.4522	0.99608	0.55903	0.31483	0.95161	0.99672	0.75289	1
GSTA3	3	-1.9751	-0.23995	0.34498	0.96267	0.81037	0.99608	2.7556	0.40154	0.14471	0.93333	0.68802	1
GSTA4	3	0.13476	1.4729	0.62455	0.99511	0.14078	0.52303	0.0067179	0.072385	0.39023	0.98251	0.9423	1
GSTA5	5	0.19041	1.431	0.47491	0.96267	0.15242	0.52303	0.010674	0.079143	0.21595	0.94325	0.93692	1
GSTK1	3	0.13233	1.4739	0.60618	0.98904	0.14051	0.52303	0.010209	0.11209	0.43728	0.98521	0.91075	1
GSTM4	4	3.9916	0.14281	0.32616	0.96267	0.88644	0.99608	2.011	0.071949	0.39113	0.98251	0.94264	1
GSTO1	3	1.8085	0.48901	0.90412	0.99764	0.62484	0.99608	0.79308	0.21649	0.98208	0.99909	0.8286	1
GSTO2	5	0.75488	0.38241	0.90681	0.99764	0.70215	0.99608	-5.2826	-1.7369	0.0026882	0.66667	0.082402	1
GSTT2	3	4.3178	0.1063	0.30824	0.96267	0.91534	0.99608	0.72275	0.017789	0.99866	0.9991	0.98581	1
GUCA1A	8	-3.2053	-4.1539	0.00089606	0.66667	3.2682e-05	0.012776	-0.41393	-0.73004	0.019713	0.92557	0.46536	1
GUCY2C	3	0.0188	0.082938	0.53853	0.96267	0.9339	0.99608	0.3338	1.2945	0.87769	0.9943	0.1955	1
GUCY2D	2	-2.7547	-3.5008	0.11873	0.96267	0.0004639	0.065957	-4.7937	-6.0919	0.051075	0.92557	1.1155e-09	1.1317e-07
GUCY2F	3	2.4611	0.32999	0.78271	0.99511	0.74141	0.99608	-0.58778	-0.077733	0.16398	0.93333	0.93804	1
GUK1	1	5.0259	0.033541	0.42204	0.96267	0.97324	0.99608	-3.8235	-0.02558	0.61022	0.9943	0.97959	1
GUSB	5	0.13135	1.4782	0.27464	0.96267	0.13936	0.52303	0.0077338	0.085771	0.18235	0.93333	0.93165	1
GYG1	3	4.8997	0.06291	0.15681	0.96267	0.94984	0.99608	3.2089	0.041207	0.037186	0.92557	0.96713	1
GZMB	4	-2.1936	-0.6035	0.19041	0.96267	0.54618	0.99608	2.1032	0.63546	0.33871	0.97823	0.52513	1
H6PD	7	4.2657	0.17978	0.14516	0.96267	0.85733	0.99608	1.4798	0.062113	0.51882	0.9943	0.95047	1
HADHA	3	-2.4619	-0.65139	0.17115	0.96267	0.51479	0.99608	1.9829	0.54725	0.47715	0.99254	0.58421	1
HADH	4	3.5443	0.19101	0.44086	0.96267	0.84852	0.99608	2.4274	0.13085	0.19758	0.93333	0.89589	1
HAGH	4	0.44543	1.2154	0.9897	0.99866	0.22423	0.59947	0.064891	0.17227	0.76165	0.9943	0.86322	1
HAL	5	0.15793	1.4511	0.36694	0.96267	0.14676	0.52303	0.026452	0.23964	0.50672	0.9943	0.81061	1
HAO1	2	-1.7234	-1.9737	0.63082	0.99511	0.048414	0.47176	-4.3042	-5.0563	0.15323	0.93333	4.2743e-07	1.908e-05
HAO2	2	5.2839	0.046718	0.13754	0.96267	0.96274	0.99608	-3.47	-0.030139	0.27957	0.97823	0.97596	1
HARS	1	-2.4012	-1.8203	0.3983	0.96267	0.068714	0.48689	-4.4256	-3.3543	0.32348	0.97823	0.00079577	0.015718
HBA1	7	4.3604	0.1532	0.12052	0.96267	0.87824	0.99608	2.3122	0.08124	0.12366	0.92557	0.93525	1
HBB	5	-2.7559	-2.3059	0.043011	0.94231	0.021119	0.41293	0.617	0.56218	0.89292	0.9943	0.574	1
HBG1	3	0.12985	1.4774	0.58916	0.98724	0.13956	0.52303	0.0068298	0.076602	0.39292	0.98251	0.93894	1
HCK	4	0.13058	1.4802	0.40054	0.96267	0.13882	0.52303	2.6758e-05	0.00029895	0.19803	0.93333	0.99976	1
HCN2	3	4.6513	0.080254	0.21685	0.96267	0.93604	0.99608	1.6358	0.028212	0.64561	0.9943	0.97749	1
HCRT	5	0.45307	1.1808	0.99418	0.99866	0.23767	0.60412	0.20625	0.52271	0.98522	0.99909	0.60117	1
HDC	4	1.3913	0.66523	0.87948	0.99764	0.5059	0.99608	0.44226	0.22109	0.98477	0.99909	0.82502	1
HDHD1	4	0.2066	1.8287	0.65143	0.99511	0.067441	0.47939	0.012787	0.11172	0.36559	0.98082	0.91105	1
HEXB	5	4.4386	0.14223	0.1698	0.96267	0.8869	0.99608	2.632	0.084678	0.094086	0.92557	0.93252	1
HGS	2	2.892	0.22914	0.72222	0.99511	0.81876	0.99608	-5.0749	-0.36099	0.020161	0.92557	0.71811	1
HIBADH	3	4.8242	0.072141	0.18011	0.96267	0.94249	0.99608	3.1169	0.046613	0.050627	0.92557	0.96282	1
HIBCH	3	0.12947	1.4759	0.58557	0.98271	0.13997	0.52303	0.013913	0.15634	0.48656	0.99372	0.87577	1
HIF1AN	4	-3.419	-2.8457	0.0044803	0.68421	0.0044313	0.17352	-1.2145	-1.3714	0.066756	0.92557	0.17026	1
HINT1	2	4.3508	0.071616	0.37276	0.96267	0.94291	0.99608	2.1394	0.035214	0.52867	0.9943	0.97191	1
HIPK1	4	-2.4128	-0.86096	0.14337	0.96267	0.38926	0.89294	1.4361	0.81446	0.6707	0.9943	0.41538	1
HIPK2	4	0.32059	1.8482	0.87052	0.99764	0.064575	0.47793	0.01235	0.070412	0.35753	0.97823	0.94387	1
HIPK3	6	0.41523	2.0206	0.99642	0.99866	0.043322	0.47176	0.03263	0.1572	0.56452	0.9943	0.87508	1
HIPK4	3	2.581	0.25833	0.75448	0.99511	0.79616	0.99608	2.6362	0.26608	0.18862	0.93333	0.79018	1
HK1	5	5.4767	0.053419	0.013441	0.68889	0.9574	0.99608	3.0019	0.029279	0.021953	0.92557	0.97664	1
HK2	5	0.19439	1.4118	0.49418	0.96267	0.15801	0.52303	0.058437	0.41875	0.79346	0.9943	0.6754	1
HK3	2	0.0093099	0.039593	0.79391	0.99511	0.96842	0.99608	0.33901	1.2788	0.78271	0.9943	0.20096	1
HLA-A	5	3.3962	0.23969	0.43369	0.96267	0.81057	0.99608	1.7562	0.12443	0.45206	0.98728	0.90097	1
HLA-B	4	4.4609	0.12828	0.19668	0.96267	0.89793	0.99608	1.7109	0.049198	0.54122	0.9943	0.96076	1
HLA-DQA2	3	1.6651	0.7569	0.91667	0.99764	0.44911	0.99608	-0.93488	-0.40028	0.1362	0.93333	0.68895	1
HLA-DQB1	6	2.1022	0.60376	0.66263	0.99511	0.546	0.99608	1.6432	0.47787	0.47401	0.9925	0.63274	1
HLA-DRB1	3	-2.1776	-1.2876	0.27509	0.96267	0.19789	0.58529	0.65261	0.47013	0.98208	0.99909	0.63826	1
HLCS	7	1.8027	0.758	0.65636	0.99511	0.44845	0.99608	0.48309	0.20553	0.80824	0.9943	0.83716	1
HMGCL	3	3.5349	0.20375	0.5112	0.96267	0.83855	0.99608	0.94661	0.054392	0.93235	0.9943	0.95662	1
HMGCS1	1	-2.8574	-2.143	0.11649	0.96267	0.032116	0.46048	-3.8183	-2.8454	0.61335	0.9943	0.0044352	0.069227
HMOX2	8	0.38424	2.1049	0.99776	0.99866	0.035302	0.46048	0.060082	0.32565	0.95699	0.99767	0.74469	1
HNF4G	5	0.28269	1.3502	0.77554	0.99511	0.17694	0.54324	0.014958	0.070599	0.28629	0.97823	0.94372	1
HNMT	1	0.21674	0.0028472	0.73073	0.99511	0.99773	0.99818	4.3599	0.057132	0.026434	0.92557	0.95444	1
HPD	3	0.13067	1.4766	0.59633	0.98821	0.13979	0.52303	0.011837	0.13186	0.4552	0.98739	0.8951	1
HPGDS	3	0.21148	1.4097	0.81272	0.99511	0.15861	0.52303	0.0077252	0.050844	0.41219	0.98501	0.95945	1
HPN	8	0.44545	1.1357	0.85887	0.99764	0.2561	0.62064	0.35401	0.87614	0.77912	0.9943	0.38095	1
HPRT1	4	4.7369	0.097073	0.13441	0.96267	0.92267	0.99608	2.7602	0.056567	0.087366	0.92557	0.95489	1
HPX	3	0.44297	1.1837	0.96147	0.99866	0.23654	0.60412	0.22454	0.5846	0.85036	0.9943	0.55881	1
HRH1	6	4.907	0.097775	0.045251	0.94495	0.92211	0.99608	0.18168	0.0035092	0.99866	0.9991	0.9972	1
HRH2	4	0.18326	1.4327	0.58109	0.98109	0.15193	0.52303	0.013882	0.10708	0.39113	0.98251	0.91473	1
HRH3	4	5.2437	0.069259	0.051523	0.95902	0.94478	0.99608	2.7051	0.035727	0.1017	0.92557	0.9715	1
HRH4	3	-3.0825	-3.1067	0.031362	0.94231	0.001892	0.12259	-0.32699	-0.39578	0.21013	0.94036	0.69227	1
HRSP12	2	-3.1551	-2.8844	0.019713	0.78571	0.003921	0.16996	-0.078635	-0.079245	0.37948	0.98251	0.93684	1
HS3ST1	2	2.7629	0.18454	0.75224	0.99511	0.85359	0.99608	2.6626	0.17827	0.27733	0.97823	0.85851	1
HS3ST3A1	4	4.9564	0.06532	0.09319	0.96267	0.94792	0.99608	2.1246	0.027977	0.32796	0.97823	0.97768	1
HSD11B2	4	4.3916	0.11189	0.21237	0.96267	0.91091	0.99608	1.2254	0.031188	0.7491	0.9943	0.97512	1
HSD17B11	3	0.50321	1.1635	0.97446	0.99866	0.24463	0.60412	0.067232	0.15174	0.70296	0.9943	0.87939	1
HSD17B6	2	-1.8363	-0.79804	0.5914	0.98821	0.42485	0.96564	1.1506	0.58283	0.89337	0.9943	0.56001	1
HSD17B7	4	0.0023942	0.028162	0.30735	0.96267	0.97753	0.99608	0.13158	1.4722	0.84543	0.9943	0.14097	1
HSD17B8	2	-1.6863	-0.37426	0.64158	0.99511	0.70821	0.99608	1.6831	0.4348	0.69668	0.9943	0.66371	1
HSPG2	5	4.1365	0.16711	0.25134	0.96267	0.86728	0.99608	1.728	0.069798	0.46998	0.9925	0.94435	1
HTR1A	3	2.7864	0.23041	0.69131	0.99511	0.81778	0.99608	2.529	0.21004	0.22625	0.95264	0.83363	1
HTR1B	5	0.20033	1.4141	0.51658	0.96267	0.15733	0.52303	0.038974	0.27148	0.68324	0.9943	0.78602	1
HTR1D	4	1.786	0.56691	0.7957	0.99511	0.57078	0.99608	1.2841	0.42205	0.72805	0.9943	0.67299	1
HTR1E	4	1.394	0.42377	0.87858	0.99764	0.67173	0.99608	1.8303	0.5735	0.48432	0.99372	0.5663	1
HTR1F	1	-1.7463	-0.32003	0.85215	0.99764	0.74894	0.99608	1.8652	0.34127	0.88799	0.9943	0.7329	1
HTR2A	4	0.13853	1.4722	0.4422	0.96267	0.14096	0.52303	3.7072e-05	0.00038836	0.20744	0.93915	0.99969	1
HTR2B	4	-2.1599	-0.93242	0.20072	0.96267	0.35112	0.8162	1.8137	0.83494	0.49194	0.99372	0.40375	1
HTR2C	2	-1.1305	-0.068051	0.73387	0.99511	0.94575	0.99608	3.3653	0.21013	0.060484	0.92557	0.83357	1
HTR3A	6	2.7076	0.42555	0.556	0.96732	0.67044	0.99608	1.0605	0.16785	0.73163	0.9943	0.8667	1
HTR4	4	1.6447	0.31144	0.83244	0.99732	0.75546	0.99608	2.4608	0.47655	0.18235	0.93333	0.63368	1
HTR6	3	5.3464	0.046669	0.070341	0.96267	0.96278	0.99608	2.9327	0.025595	0.09319	0.92557	0.97958	1
HTR7	4	0.13116	1.4734	0.40412	0.96267	0.14063	0.52303	0.025617	0.28364	0.57751	0.9943	0.77669	1
HUNK	3	0.15325	1.458	0.69668	0.99511	0.14484	0.52303	0.0077902	0.073091	0.41308	0.98504	0.94173	1
IARS2	1	-1.9952	-1.5383	0.67876	0.99511	0.12398	0.52303	-4.6963	-3.6373	0.19534	0.93333	0.00027554	0.0063403
IARS	1	-2.7407	-2.047	0.18056	0.96267	0.040656	0.47172	-4.7652	-3.5584	0.1595	0.93333	0.00037319	0.0081662
IBTK	7	2.6458	0.50042	0.51927	0.96267	0.61678	0.99608	1.3362	0.25435	0.58065	0.9943	0.79923	1
ICK	4	1.8351	0.33605	0.7836	0.99511	0.73683	0.99608	2.2385	0.41827	0.2724	0.97823	0.67575	1
IDE	3	0.012901	0.045123	0.5233	0.96267	0.96401	0.99608	0.39894	1.2303	0.90009	0.9943	0.21859	1
IDH3A	8	0.27684	2.2871	0.57661	0.97722	0.02219	0.41293	0.038446	0.31376	0.53226	0.9943	0.75371	1
IDH3B	2	0.2011	1.4178	0.96461	0.99866	0.15624	0.52303	0.005832	0.040606	0.48297	0.99372	0.96761	1
IDH3G	5	1.1767	0.45763	0.85394	0.99764	0.64721	0.99608	1.5303	0.63256	0.57079	0.9943	0.52702	1
IFNAR2	3	-2.7433	-1.3762	0.099462	0.96267	0.16876	0.52978	1.2955	0.7181	0.80421	0.9943	0.4727	1
IFNGR1	3	0.14587	1.4633	0.67204	0.99511	0.14338	0.52303	0.012402	0.12269	0.46237	0.99043	0.90235	1
IFNGR2	5	5.1632	0.071544	0.034498	0.94231	0.94297	0.99608	2.7987	0.038777	0.055556	0.92557	0.96907	1
IGF1R	9	0.29034	2.0941	0.57168	0.97405	0.036248	0.46048	0.032116	0.22886	0.29122	0.97823	0.81897	1
IGFBP7	5	4.0964	0.16464	0.26075	0.96267	0.86922	0.99608	1.3746	0.054909	0.65143	0.9943	0.95621	1
IGSF10	1	5.7925	0.017899	0.18862	0.96267	0.98572	0.99608	-3.6071	-0.011174	0.68638	0.9943	0.99108	1
IKBKB	1	-1.9987	-0.070503	0.67787	0.99511	0.94379	0.99608	3.3984	0.11871	0.15591	0.93333	0.9055	1
IKBKE	2	-2.9544	-3.1746	0.050179	0.95902	0.0015003	0.1196	-4.6398	-4.8204	0.081989	0.92557	1.4325e-06	5.5126e-05
IKBKG	3	3.6334	0.12794	0.48477	0.96267	0.8982	0.99608	2.9956	0.10567	0.078405	0.92557	0.91584	1
IL11RA	6	0.48892	1.1851	0.94444	0.99764	0.23599	0.60412	0.02718	0.064135	0.44713	0.98521	0.94886	1
IL2RB	3	0.47492	1.1771	0.99059	0.99866	0.23914	0.60412	0.13831	0.33427	0.78808	0.9943	0.73817	1
IL2RG	3	0.16348	1.4455	0.72222	0.99511	0.14831	0.52303	0.021045	0.18356	0.55376	0.9943	0.85436	1
IL3RA	1	-1.8105	-1.4116	0.81541	0.99511	0.15806	0.52303	-4.911	-3.8528	0.090502	0.92557	0.00011678	0.0032179
IL4I1	3	-1.9909	-0.91351	0.33737	0.96267	0.36098	0.83406	1.4588	0.72249	0.73566	0.9943	0.47	1
IL5	6	0.3921	1.2642	0.97267	0.99866	0.20614	0.59523	0.050028	0.15646	0.82527	0.9943	0.87567	1
IL6R	2	-1.8399	-2.0943	0.58961	0.98725	0.036234	0.46048	-4.1034	-4.6726	0.19444	0.93333	2.9742e-06	0.00010213
ILKAP	4	4.695	0.088608	0.14382	0.96267	0.92939	0.99608	2.5292	0.047641	0.16174	0.93333	0.962	1
ILK	4	4.1607	0.12285	0.27599	0.96267	0.90222	0.99608	2.9364	0.086746	0.050179	0.92557	0.93087	1
IMPA1	4	2.0143	0.52349	0.73253	0.99511	0.60064	0.99608	0.26551	0.069946	0.97177	0.99909	0.94424	1
INPP1	4	4.3435	0.13217	0.22491	0.96267	0.89485	0.99608	0.31484	0.0093885	0.98297	0.99909	0.99251	1
INPP4B	4	2.9682	0.32514	0.55869	0.96817	0.74508	0.99608	1.9457	0.21488	0.42563	0.98521	0.82986	1
INPP5A	4	1.6692	0.45092	0.82482	0.99515	0.65205	0.99608	1.8508	0.52976	0.47043	0.9925	0.59628	1
INPP5B	8	0.29348	2.0994	0.65636	0.99511	0.035781	0.46048	0.038511	0.27221	0.5345	0.9943	0.78546	1
INPP5D	1	-2.1569	-0.35645	0.54301	0.96267	0.72151	0.99608	1.9554	0.32209	0.84946	0.9943	0.74739	1
INPP5E	4	3.4711	0.23089	0.46237	0.96267	0.8174	0.99608	1.0254	0.067972	0.81048	0.9943	0.94581	1
INPP5F	4	5.0674	0.071517	0.077509	0.96267	0.94299	0.99608	2.3217	0.032764	0.23746	0.95324	0.97386	1
INPP5J	4	0.0018497	0.020238	0.30287	0.96267	0.98385	0.99608	0.18163	1.8906	0.91263	0.9943	0.058684	0.80853
INPP5K	4	3.7788	0.16502	0.38306	0.96267	0.86893	0.99608	2.3492	0.10302	0.22984	0.95264	0.91794	1
INPPL1	4	3.0895	0.28257	0.54077	0.96267	0.7775	0.99608	0.64415	0.058702	0.92518	0.9943	0.95319	1
INSRR	3	0.3932	1.2198	0.92652	0.99764	0.22253	0.5985	0.19881	0.59967	0.84005	0.9943	0.54873	1
INSR	1	-2.057	-1.579	0.63306	0.99511	0.11434	0.52303	-4.7577	-3.6688	0.16263	0.93333	0.00024368	0.0059119
INS	4	0.48119	1.1335	0.97715	0.99866	0.257	0.62147	0.21887	0.50239	0.94937	0.99671	0.61539	1
IP6K1	4	0.16436	1.4475	0.52285	0.96267	0.14775	0.52303	0.013756	0.11948	0.38799	0.98251	0.90489	1
IP6K2	2	-2.7472	-1.2861	0.12052	0.96267	0.19841	0.58529	1.0941	0.57338	0.91532	0.9943	0.56639	1
IP6K3	2	-2.4595	-0.93532	0.25941	0.96267	0.34962	0.81372	1.3065	0.54986	0.83199	0.9943	0.58241	1
IRAK1BP1	5	3.7833	0.20096	0.33961	0.96267	0.84073	0.99608	2.0406	0.10884	0.31362	0.97823	0.91333	1
IRAK1	6	0.22682	2.3007	0.51927	0.96267	0.021406	0.41293	0.0071678	0.071773	0.10708	0.92557	0.94278	1
IRAK2	1	-2.7109	-2.0334	0.20296	0.96267	0.042009	0.47176	-3.8444	-2.8752	0.60036	0.9943	0.0040374	0.063461
IRAK3	4	0.059571	0.51237	0.34946	0.96267	0.60839	0.99608	0.20848	1.713	0.93996	0.9948	0.086715	1
IRAK4	4	1.8489	0.44786	0.77823	0.99511	0.65426	0.99608	1.6628	0.40454	0.56586	0.9943	0.68581	1
IRGC	2	4.531	0.062348	0.32885	0.96267	0.95029	0.99608	3.102	0.042702	0.1138	0.92557	0.96594	1
ISG20	3	2.533	0.34127	0.76703	0.99511	0.7329	0.99608	1.4286	0.19458	0.75134	0.9943	0.84572	1
ISPD	3	-1.7674	-0.31724	0.40233	0.96267	0.75106	0.99608	2.363	0.44976	0.29659	0.97823	0.65288	1
ISYNA1	3	4.4212	0.11163	0.27688	0.96267	0.91111	0.99608	1.0229	0.025776	0.90278	0.9943	0.97944	1
